resourceIdentifier,resourceName,proponent,protocolCategories,protocolSubCategories,protocols,resourceStatus,country,region,estAnnualEmissionReductions,version,projectRegistrationDate,creditingPeriodStartDate,creditingPeriodEndDate,createDate
3109,Biomass Cookstove Project in Jharkhand,Fair Climate Fund India Private Limited,Energy demand,,VMR0006,Registered,India,Asia,13957,VCS Version 3,2022-12-22,2020-09-01,2030-08-31,2022-04-21
3098,TabasCO2 Afforestation Project,Forestaciones Operativas de México S.A. de C.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Mexico,Latin America,195925,VCS Version 3,,2018-01-01,2047-12-31,2022-04-20
3095,Biodiesel Project by Kotyark Industries Limited,Kotyark Industries Limited,Chemical industry,,ACM0017,Registered,India,Asia,270014,VCS Version 3,2024-03-01,2020-09-15,2027-09-14,2022-04-19
3096,UPLIFTING OF MALAGASY COMMUNITIES BY DISTRIBUTING EFFICIENT COOKING APPLIANCE,GSG Cleantech Private Limited,Energy demand,,VMR0006,Verification approval requested,Madagascar,Africa,1210110,VCS Version 3,2024-05-30,2022-05-20,2032-05-19,2022-04-19
3094,REDUCING CARBON EMISSIONS ON I-64 CAPACITY IMPROVEMENT PROJECT WITH THE USE OF FSB AND EMULSION ASPHALT MIXTURES,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,North America,29384,VCS Version 3,2024-01-04,2018-04-17,2028-04-16,2022-04-18
3093,INDIA CARBON PROGRAM:AWD/DSR,Nurture Agtech Private Limited,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,India,Asia,52158,VCS Version 3,,2021-05-25,2028-05-24,2022-04-17
3077,Huojia County Second MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,,25744,VCS Version 3,2023-02-22,2021-12-27,2031-12-26,2022-04-15
3078,Puyang County Rural MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,Asia,32916,VCS Version 3,2023-01-12,2021-12-09,2031-12-08,2022-04-15
3079,Buyi-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59711,VCS Version 3,,2020-04-10,2027-04-09,2022-04-15
3080,"Integrated solid waste Management project by CITADEL at Singrauli, M.P, India",M/S Citadel ISWM Project Singrauli Pvt Limited,Waste handling and disposal,,AMS-III.E.; AMS-III.F.,Rejected by Administrator,India,Asia,24356,VCS Version 3,,2020-10-01,2027-09-30,2022-04-15
3081,Buyi-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,58319,VCS Version 3,,2020-04-12,2027-04-11,2022-04-15
3082,Chiyou-1 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59826,VCS Version 3,,2020-04-07,2027-04-06,2022-04-15
3083,Lincheng-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59645,VCS Version 3,,2020-04-15,2027-04-14,2022-04-15
3084,Wuling-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59140,VCS Version 3,,2020-04-11,2027-04-10,2022-04-15
3085,Tunpu Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59288,VCS Version 3,,2020-04-07,2027-04-06,2022-04-15
3086,Chiyou-2 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59337,VCS Version 3,,2020-04-08,2027-04-07,2022-04-15
3087,Lincheng-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59293,VCS Version 3,,2020-04-15,2027-04-14,2022-04-15
3088,Wuling-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,58656,VCS Version 3,,2020-04-12,2027-04-11,2022-04-15
3089,Chiyou-3 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59572,VCS Version 3,,2020-04-07,2027-04-06,2022-04-15
3090,Zangke Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,58993,VCS Version 3,,2020-04-07,2027-04-06,2022-04-15
3091,Wumeng Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,Asia,59445,VCS Version 3,,2020-04-08,2027-04-07,2022-04-15
3092,IMPROVED COOKSTOVES DISTRIBUTION IN IVORY COAST,Multiple Proponents,Energy demand,,VMR0006,Verification approval requested,Cote D'Ivoire,Africa,249186,VCS Version 3,2024-10-21,2022-06-13,2032-06-12,2022-04-15
3074,Guangxi Tianyang IFM (conversion of logged to protected forest) Project,"Guangxi Tianyang Nali Investment & Development Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Rejected by Administrator,China,Asia,88226,VCS Version 3,,2018-01-01,2037-12-31,2022-04-14
3075,SEREFLIKOCHISAR BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registration and verification approval requested,Turkey,Middle East,149469,VCS Version 3,,2021-06-10,2028-06-09,2022-04-14
3076,Manisa Biogas Energy Plant Project,ECOFER GÜBRE VE ENERJİ ANONİM ŞİRKETİ,Waste handling and disposal,,AM0073,Registration and verification approval requested,Turkey,Middle East,219662,VCS Version 3,,2021-06-27,2028-06-26,2022-04-14
3072,Rwanda Riparian Restoration Project,"EcoPlanet Bamboo Group, LLC",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Rwanda,Africa,51964,VCS Version 3,2023-12-27,2022-10-01,2042-09-30,2022-04-13
3073,180 Works High Efficiency Wood Burning Cookstoves - Malawi - Project 1,180.Holdings B.V.,Energy demand,,VMR0006,Under validation,Malawi,Africa,1420462,VCS Version 3,,2022-01-01,2031-12-31,2022-04-13
3069,Tangyin County MSW Landfill Site LFG Pollution Control and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,Asia,48994,VCS Version 3,2022-12-27,2022-01-28,2032-01-27,2022-04-12
3070,Liucheng County MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,Asia,31942,VCS Version 3,2022-12-05,2021-12-22,2031-12-21,2022-04-12
3071,KARACABEY BIOGAS PLANT,KARACABEY BIYOGAZ ENERJİ URETIM ANONİM ŞİRKETİ,Waste handling and disposal,,AM0073,Registered,Turkey,Middle East,177460,VCS Version 3,2025-12-18,2021-06-27,2028-06-26,2022-04-12
3067,Sustainable Agricultural Land Management Project by Amiha Agro Private Limited,Amiha Agro Private Limited,Agriculture Forestry and Other Land Use,ALM,VM0017,Withdrawn,India,Asia,256116,VCS Version 3,,2017-07-01,2037-06-30,2022-04-11
3068,DENIZLI ENERGY BIOGAS PLANT,DENİZLİ BİYOGAZ ENERJİ ÜRETİM ANONİM ŞİRKETİ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Registered,Turkey,Middle East,234821,VCS Version 3,2024-11-22,2021-06-03,2028-06-02,2022-04-11
3064,Chenxi MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,Asia,18098,VCS Version 3,2023-03-01,2022-03-27,2032-03-26,2022-04-08
3065,Sustainable Agricultural Improvement Practices in Punjab,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,Asia,66175,VCS Version 3,,2019-07-08,2039-07-07,2022-04-08
3066,GUNEY BIOGAS POWER PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Rejected by Administrator,Turkey,Europe,123607,VCS Version 3,,2020-10-26,2027-10-25,2022-04-08
3061,Hexian MSW Landfill Site LFG recovery to power project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,Asia,35559,VCS Version 3,2023-06-07,2022-03-25,2032-03-24,2022-04-07
3063,Pengmai Composting Project in Fangcheng County,"Fangcheng County Pengmai Agriculture and animal husbandry development Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,Asia,57425,VCS Version 3,2023-02-08,2020-12-01,2030-11-30,2022-04-07
3060,Wushan County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Verification approval requested,China,Asia,24770,VCS Version 3,2023-07-12,2022-01-01,2031-12-31,2022-04-06
3059,"Replacement of ICLs with LED lamps in Gujarat, India",AGS Carbon Advisory,Energy demand,,AMS-II.C.,Verification approval requested,India,Asia,53799,VCS Version 3,2023-01-05,2022-06-02,2032-06-01,2022-04-03
3056,Brascarbon Methane Recovery Project BCA-BRA-17,Brascarbon Consultoria Projetos e Representacao S/A,Waste handling and disposal,,AMS-III.D.,Registered,Brazil,Latin America,55560,VCS Version 3,2023-09-02,2021-02-02,2028-02-01,2022-04-01
3057,"Tlawan kiwi nak chuchit Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Veracruz to Support Life",BlueMX Mangrove A.C.,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under development,Mexico,North America,65946,VCS Version 3,,2016-06-14,2056-06-13,2022-04-01
3058,Jiayu MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,Asia,19168,VCS Version 3,2024-01-23,2022-01-01,2031-12-31,2022-04-01
3052,Grouped Projects For Cambodia Water Purifier,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-I.E.; AMS-III.AV.,Verification approval requested,Cambodia,Asia,43129,VCS Version 3,2024-06-21,2022-05-02,2032-05-01,2022-03-31
3053,Sustainable Agricultural Land Management Project by Greneity,Greneity Infocom Service Pvt Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,Asia,173250,VCS Version 3,,2022-07-01,2042-06-30,2022-03-31
3055,Itaúba REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,Latin America,28655,VCS Version 3,,2021-12-14,2051-12-13,2022-03-31
3050,Maraui Program - Grouped Project,OnePlanet Ltda,Agriculture Forestry and Other Land Use,ACoGS; REDD,VM0009,Withdrawn,Brazil,Latin America,200000,VCS Version 3,,2021-09-01,2041-08-31,2022-03-29
3047,Nanyang Dongjia Composting Project in Fangcheng County,"Nanyang Dongjia Agriculture and Animal Husbandry Development Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,Asia,58812,VCS Version 3,2023-02-03,2020-11-01,2030-10-31,2022-03-25
3048,Keyue Adjusted Water Management in Rice Cultivation,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,Asia,59856,VCS Version 3,,,,2022-03-25
3049,Rio Preto Grouped REDD+ Project,Future Climate Ltd,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,Latin America,2925,VCS Version 3,2025-07-22,2019-05-29,2049-05-28,2022-03-25
3045,Reduced Emissions from Improved and Efficient Cooking in Ugandan Communities,PERSISTENTCLIMATE INDIA PRIVATE LIMITED,Energy demand,,VMR0006; VM0050,Verification approval requested,Uganda,Africa,453602,VCS Version 3,2023-03-08,2021-01-02,2031-01-01,2022-03-24
3046,BATMAN LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,Turkey,Middle East,59642,VCS Version 3,2023-02-02,2020-10-30,2027-10-29,2022-03-24
3029,MOTOR VEHICLE REPLACEMENT WITH UTILITY E-BIKE,MOOV TECHNOLOGY (S) PTE. LTD.,Transport,,AMS-III.C.,Under development,Taiwan,Asia,7727,VCS Version 3,,2022-03-31,2029-03-30,2022-03-23
3030,The Clean Energy Cooking Initiative,Multiple Proponents,Energy demand,,VMR0006,Verification approval requested,India,Asia,136942,VCS Version 3,2024-10-21,2022-11-20,2029-11-19,2022-03-23
3031,Global Cookstove Program (EKI Phase 12),EKI Energy Services Limited,Energy demand,,VMR0006,Registered,India,Asia,73222,VCS Version 3,2024-10-21,2023-01-22,2030-01-21,2022-03-23
3032,Global Cookstove Program (EKI Phase 13),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3033,Global Cookstove Program (EKI Phase 14),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3034,Global Cookstove Program (EKI Phase 15),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3035,Global Cookstove Program (EKI Phase 16),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3039,Global Cookstove Program (EKI Phase 20),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3040,RIMBOSCHIMENTO PROGETTO DELLA SOCIETA' AGRICOLA GAIA SRL BAMBOO PLANT,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Italy,Europe,234783,VCS Version 3,,2019-03-28,2061-03-27,2022-03-23
3041,EZVOLT - EV CHARGING NETWORK CARBON CREDITS PROJECT,Easy Volt Brasil Ltda,Transport,,VM0038,Registered,Brazil,Latin America,16822,VCS Version 3,2025-04-28,2022-12-01,2032-11-30,2022-03-23
3037,Global Cookstove Program (EKI Phase 18),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3036,Global Cookstove Program (EKI Phase 17),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3038,Global Cookstove Program (EKI Phase 19),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,Asia,50552,VCS Version 3,,2021-12-01,2028-11-30,2022-03-23
3023,BONOS DE LA RUTA SIAN KA'AN,Ban.CO2 de Carbono Mestizo,Agriculture Forestry and Other Land Use,IFM,VM0003,Withdrawn,Mexico,Latin America,694509,VCS Version 3,,2017-10-22,2047-10-21,2022-03-18
3024,Puwangzi Afforestation Project,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,Asia,247688,VCS Version 3,,2019-09-10,2049-09-09,2022-03-18
3025,CSD Wastewater Treatment Plant Project in Hebei Province,"CSD Water Service Co., Ltd.",Waste handling and disposal,,AM0080,Registered,China,Asia,117143,VCS Version 3,2023-03-10,2021-01-01,2030-12-31,2022-03-18
3020,Dongyang Wastewater Treatment Plant Project,"CSD Water Service Co., Ltd.",Waste handling and disposal,,AM0080,Withdrawn,China,Asia,64548,VCS Version 3,2023-07-21,2020-10-25,2030-10-24,2022-03-17
3021,Reducing Gas Leakages within North West and other sub-areas of the Titas Gas Distribution Network in Bangladesh,Carbon Projects LLC,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Bangladesh,Asia,1090993,VCS Version 3,2022-10-26,2022-06-01,2032-05-31,2022-03-17
3016,Guoyang MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,Asia,62295,VCS Version 3,2023-10-26,2021-01-18,2031-01-17,2022-03-16
3017,Jiangsu REO-ECO PET RECYCLING PROJECT,"Jiangsu REO-ECO New Material Tech Co., Ltd",Waste handling and disposal,,AMS-III.AJ.,Verification approval requested,China,Asia,10247,VCS Version 3,2023-09-29,2021-11-06,2031-11-05,2022-03-16
3018,BigCoast Forest Climate Initiative,Mosaic Forest Management Corporation,Agriculture Forestry and Other Land Use,IFM,VM0012,Under validation,Canada,North America,715834,VCS Version 3,2023-03-30,2018-01-01,2057-12-31,2022-03-16
3019,REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,United States,North America,4133,VCS Version 3,2026-01-07,2018-07-16,2038-07-15,2022-03-16
